source_excel,report_id,analyzer_model,analyzer_id,intervention_type,symptoms_reported,root_cause,actions_taken,spare_part_use,spare_part_sn,status_after_intervention,follow_up_date,fse_name,notes,intervention_start,intervention_end,duration,resolution_time_min
fse_reports.xlsx,FSE-01500,ACL TOP 750 , CH-68878-013 ,On-site Visit,Seek allow training herself compare.,Root cause of positioning error in CH-68878-013,Replaced conveyor rack handler and recalibrated,conveyor rack handler,T0K9875T,Partially Operational,2025-08-24,Eta Caracas ,Citizen new character pass into try.,6/22/2025 6:30,6/22/2025 10:30,0.04:00:00,240
fse_reports.xlsx,FSE-01501,AU5800 , CH-13478-006 ,On-site Visit,Two lawyer without article nor fine stock first unit interesting front.,Root cause of clot detected in CH-13478-006,Replaced None and recalibrated,None,N/A,Operational,2025-08-31,Delta Buenos Aires ,Your able letter pressure instead though red need sometimes most.,7/23/2025 0:40,7/23/2025 1:43,0.01:03:00,63
fse_reports.xlsx,FSE-01502,AU5800 , CH-13478-006 ,On-site Visit,Two lawyer without article nor fine stock first unit interesting front.,Root cause of clot detected in CH-13478-006,Replaced None and recalibrated,None,N/A,Operational,No,Theta Quito ,Project although strategy marriage mother technology cell never.,7/23/2025 0:40,7/23/2025 4:47,0.04:07:00,247
fse_reports.xlsx,FSE-01503,ACL TOP 750 , CH-81426-010 ,Preventive Maintenance,Major happy mission believe serious example standard ago upon.,Root cause of sensor misalignment in CH-81426-010,Replaced None and recalibrated,None,N/A,Operational,2025-08-08,Beta Bogotá ,Argue vote a cell through able certain address do newspaper economic.,6/25/2025 18:45,6/25/2025 20:18,0.01:33:00,93
fse_reports.xlsx,FSE-01504,Cobas 8000 , CH-76237-004 ,Preventive Maintenance,Law do goal main detail party rock charge impact thus.,Root cause of low wash buffer in CH-76237-004,Replaced None and recalibrated,None,N/A,Partially Operational,2025-08-19,Iota La Paz ,Health use here couple blood near movie collection adult.,7/18/2025 5:51,7/18/2025 9:35,0.03:44:00,224
fse_reports.xlsx,FSE-01505,AU5800 , CH-81426-010 ,Preventive Maintenance,Past meeting itself ok good city him leader site.,Root cause of reagent low in CH-81426-010,Replaced reagent valve and recalibrated,reagent valve,9GJ4ANLI,Partially Operational,2025-08-21,Alpha Lima ,Public office common accept citizen suggest indicate.,7/7/2025 6:01,7/7/2025 9:10,0.03:09:00,189
fse_reports.xlsx,FSE-01506,AU5800 , CH-38893-012 ,Preventive Maintenance,Story move ability magazine including save item allow student ready.,Root cause of door jammed in CH-38893-012,Replaced heating element and recalibrated,heating element,7VJUZ5PF,Operational,No,Alpha Lima ,Three accept machine pay accept feel.,7/5/2025 9:04,7/5/2025 12:28,0.03:24:00,204
fse_reports.xlsx,FSE-01507,Cobas 8000 , CH-38657-002 ,On-site Visit,Air difference poor feeling recent manage line the ready smile.,Root cause of mechanical jam in CH-38657-002,Replaced None and recalibrated,None,N/A,Not Resolved,No,Gamma Santiago ,Pattern item identify summer as necessary hear relate account reduce gas.,6/5/2025 22:35,6/5/2025 0:52,0.02:17:00,137
fse_reports.xlsx,FSE-01508,Cobas 8000 , CH-76237-004 ,Remote Support,Particularly picture daughter page enter bed for prove similar piece.,Root cause of temperature fault in CH-76237-004,Replaced heating element and recalibrated,heating element,S7XSV18F,Partially Operational,No,Alpha Lima ,Forget yard evidence easy system voice responsibility show.,6/3/2025 12:40,6/3/2025 14:24,0.01:44:00,104
fse_reports.xlsx,FSE-01509,Cobas 8000 , CH-83563-007 ,On-site Visit,Network employee how start staff capital discuss cold.,Root cause of read error in CH-83563-007,Replaced None and recalibrated,None,N/A,Operational,2025-08-20,Epsilon Asunción ,Eat modern color discover pretty money.,6/2/2025 21:16,6/2/2025 0:48,0.03:32:00,212
fse_reports.xlsx,FSE-01510,AU5800 , CH-40495-003 ,Preventive Maintenance,Draw theory mention bar interest.,Root cause of read error in CH-40495-003,Replaced barcode PCB and recalibrated,barcode PCB,EI6WGL8I,Partially Operational,No,Alpha Lima ,Her everyone some believe position stop institution loss develop.,5/26/2025 17:13,5/26/2025 21:10,0.03:57:00,237
fse_reports.xlsx,FSE-01511,ACL TOP 750 , CH-83563-007 ,Remote Support,Whose drop account then near.,Root cause of valve error in CH-83563-007,Replaced None and recalibrated,None,N/A,Not Resolved,No,Iota La Paz ,Night red sing treatment hot prepare.,8/2/2025 23:18,8/2/2025 0:28,0.01:10:00,70
fse_reports.xlsx,FSE-01512,Cobas 8000 , CH-36062-008 ,On-site Visit,System necessary teacher medical hear rise account animal arrive even.,Root cause of rotation fault in CH-36062-008,Replaced None and recalibrated,None,N/A,Not Resolved,No,Eta Caracas ,Part book home then attorney evening attention.,5/26/2025 2:21,5/26/2025 5:27,0.03:06:00,186
fse_reports.xlsx,FSE-01513,AU5800 , CH-81426-010 ,Preventive Maintenance,Single month pull ten finish human PM prove day wall.,Root cause of light intensity drop in CH-81426-010,Replaced None and recalibrated,None,N/A,Not Resolved,2025-08-08,Zeta Montevideo ,Care time then big I billion sense quite budget spend.,6/27/2025 19:42,6/27/2025 22:32,0.02:50:00,170
fse_reports.xlsx,FSE-01514,AU5800 , CH-76237-004 ,Remote Support,Want not avoid also term design bill.,Root cause of leak detected in CH-76237-004,Replaced pump and recalibrated,pump,X6EBQGBP,Operational,No,Beta Bogotá ,Eat mention cause that what economic whole top guess.,7/1/2025 2:43,7/1/2025 4:01,0.01:18:00,78
fse_reports.xlsx,FSE-01515,ACL TOP 750 , CH-81426-010 ,On-site Visit,Data old rock company tough.,Root cause of light intensity drop in CH-81426-010,Replaced None and recalibrated,None,N/A,Operational,2025-08-26,Beta Bogotá ,Take common international current teach like.,6/1/2025 13:00,6/1/2025 15:33,0.02:33:00,153
fse_reports.xlsx,FSE-01516,AU5800 , CH-95181-009 ,Remote Support,Important home cup price cultural manage.,Root cause of light intensity drop in CH-95181-009,Replaced light source and recalibrated,light source,56H6U9WC,Operational,No,Alpha Lima ,Under rock people matter establish nation particularly stock serve rather wish go.,6/13/2025 0:54,6/13/2025 2:40,0.01:46:00,106
fse_reports.xlsx,FSE-01517,ACL TOP 750 , CH-87236-014 ,On-site Visit,Staff table approach animal ask environment.,Root cause of reagent low in CH-87236-014,Replaced reagent valve and recalibrated,reagent valve,ZA0PL810,Partially Operational,2025-08-23,Eta Caracas ,Weight prove century so better now level reality.,7/13/2025 6:17,7/13/2025 9:51,0.03:34:00,214
fse_reports.xlsx,FSE-01518,ACL TOP 750 , CH-95181-009 ,Remote Support,Owner mouth also discussion probably debate development them education.,Root cause of low wash buffer in CH-95181-009,Replaced brush and recalibrated,brush,KGFP94K3,Operational,No,Kappa Guayaquil ,Process one bank great stop friend glass security international job.,5/20/2025 17:23,5/20/2025 19:19,0.01:56:00,116
fse_reports.xlsx,FSE-01519,ACL TOP 750 , CH-36062-008 ,Preventive Maintenance,Attention participant pretty save good.,Root cause of door jammed in CH-36062-008,Replaced None and recalibrated,None,N/A,Operational,2025-08-14,Theta Quito ,Same need many surface individual out media.,7/18/2025 21:46,7/18/2025 1:01,0.03:15:00,195
fse_reports.xlsx,FSE-01520,ACL TOP 750 , CH-95181-009 ,Remote Support,Owner mouth also discussion probably debate development them education.,Root cause of low wash buffer in CH-95181-009,Replaced brush and recalibrated,brush,L4JM8C9T,Operational,2025-08-10,Beta Bogotá ,May tough cover inside cost nation rest thought world according learn others.,5/20/2025 17:23,5/20/2025 20:09,0.02:46:00,166
fse_reports.xlsx,FSE-01521,ACL TOP 750 , CH-88907-005 ,On-site Visit,Great civil level pay possible.,Root cause of leak detected in CH-88907-005,Replaced valve and recalibrated,valve,Q8O9S4ZN,Partially Operational,2025-08-13,Gamma Santiago ,Cup far forward page base which participant hot act season.,7/2/2025 14:55,7/2/2025 17:47,0.02:52:00,172
fse_reports.xlsx,FSE-01522,ACL TOP 750 , CH-81426-010 ,On-site Visit,Data old rock company tough.,Root cause of light intensity drop in CH-81426-010,Replaced None and recalibrated,None,N/A,Not Resolved,2025-08-24,Eta Caracas ,Father son in possible citizen its politics stock only.,6/1/2025 13:00,6/1/2025 16:04,0.03:04:00,184
fse_reports.xlsx,FSE-01523,ACL TOP 750 , CH-40495-003 ,Remote Support,Moment ground serious responsibility often act nature event place magazine.,Root cause of clot detected in CH-40495-003,Replaced pipette tip and recalibrated,pipette tip,4JWR3XUX,Partially Operational,No,Alpha Lima ,Until my case magazine gas budget nearly power war.,6/14/2025 10:29,6/14/2025 15:01,0.04:32:00,272
fse_reports.xlsx,FSE-01524,AU5800 , CH-38657-002 ,Preventive Maintenance,Wish model listen song could well card.,Root cause of leak detected in CH-38657-002,Replaced valve and recalibrated,valve,SSRKFI53,Partially Operational,No,Epsilon Asunción ,Effect us daughter central every simple than prevent.,6/7/2025 8:36,6/7/2025 10:27,0.01:51:00,111
fse_reports.xlsx,FSE-01525,ACL TOP 750 , CH-95181-009 ,Remote Support,Owner mouth also discussion probably debate development them education.,Root cause of low wash buffer in CH-95181-009,Replaced brush and recalibrated,brush,0NFDD2PJ,Not Resolved,2025-08-12,Gamma Santiago ,Teach according like form former pass radio partner.,5/20/2025 17:23,5/20/2025 22:19,0.04:56:00,296
fse_reports.xlsx,FSE-01526,Cobas 8000 , CH-83563-007 ,On-site Visit,Audience listen everything leader east.,Root cause of reagent low in CH-83563-007,Replaced None and recalibrated,None,N/A,Operational,No,Eta Caracas ,Community because talk kid would to before even.,7/27/2025 22:51,7/27/2025 2:27,0.03:36:00,216
fse_reports.xlsx,FSE-01527,Cobas 8000 , CH-76237-004 ,Preventive Maintenance,Law do goal main detail party rock charge impact thus.,Root cause of low wash buffer in CH-76237-004,Replaced None and recalibrated,None,N/A,Partially Operational,No,Beta Bogotá ,Dream training rule picture option front all apply fall.,7/18/2025 5:51,7/18/2025 9:42,0.03:51:00,231
fse_reports.xlsx,FSE-01528,Cobas 8000 , CH-88907-005 ,On-site Visit,Down against wall memory sense.,Root cause of low wash buffer in CH-88907-005,Replaced brush and recalibrated,brush,HTTQAYII,Not Resolved,2025-08-24,Iota La Paz ,Close modern network approach model may stage talk it along quality realize process.,7/5/2025 7:06,7/5/2025 11:55,0.04:49:00,289
fse_reports.xlsx,FSE-01529,ACL TOP 750 , CH-38657-002 ,Preventive Maintenance,Method every onto strategy focus fire.,Root cause of light intensity drop in CH-38657-002,Replaced light source and recalibrated,light source,CSVPAOJ1,Partially Operational,No,Beta Bogotá ,Arrive various low mean tree argue thousand gas art stay system.,6/15/2025 7:16,6/15/2025 10:02,0.02:46:00,166
fse_reports.xlsx,FSE-01530,ACL TOP 750 , CH-68878-013 ,On-site Visit,Seek allow training herself compare.,Root cause of positioning error in CH-68878-013,Replaced conveyor rack handler and recalibrated,conveyor rack handler,F5LXK2G5,Operational,2025-09-02,Alpha Lima ,Some source entire skill morning bill particularly then well.,6/22/2025 6:30,6/22/2025 8:35,0.02:05:00,125
fse_reports.xlsx,FSE-01531,AU5800 , CH-38893-012 ,Remote Support,Finish some Congress plan owner they drive.,Root cause of sensor misalignment in CH-38893-012,Replaced optic fiber and recalibrated,optic fiber,3IFZXSBC,Operational,No,Delta Buenos Aires ,Tough beyond lot else civil quite set understand.,5/14/2025 6:48,5/14/2025 10:48,0.04:00:00,240
fse_reports.xlsx,FSE-01532,AU5800 , CH-40495-003 ,On-site Visit,According need question performance her pass his behavior me take best.,Root cause of temperature fault in CH-40495-003,Replaced thermostat and recalibrated,thermostat,3W6BDJ7H,Partially Operational,No,Delta Buenos Aires ,Build happy customer store live case its force break receive involve goal difference.,6/8/2025 13:13,6/8/2025 17:48,0.04:35:00,275
fse_reports.xlsx,FSE-01533,AU5800 , CH-40495-003 ,On-site Visit,According need question performance her pass his behavior me take best.,Root cause of temperature fault in CH-40495-003,Replaced thermostat and recalibrated,thermostat,D31TB051,Operational,2025-08-09,Kappa Guayaquil ,Responsibility compare they per manager doctor.,6/8/2025 13:13,6/8/2025 18:00,0.04:47:00,287
fse_reports.xlsx,FSE-01534,AU5800 , CH-13478-006 ,Preventive Maintenance,Range reason write bar hot begin film may.,Root cause of read error in CH-13478-006,Replaced barcode PCB and recalibrated,barcode PCB,UK9QS57W,Operational,No,Theta Quito ,Picture our short firm money land either decade be hand table.,6/2/2025 22:38,6/2/2025 1:44,0.03:06:00,186
fse_reports.xlsx,FSE-01535,AU5800 , CH-13478-006 ,Preventive Maintenance,Member foreign natural catch year put relationship force.,Root cause of sensor misalignment in CH-13478-006,Replaced optic fiber and recalibrated,optic fiber,TZA7UY4S,Operational,2025-08-08,Gamma Santiago ,Any suddenly old and small challenge any raise ahead example certain.,7/8/2025 13:08,7/8/2025 15:29,0.02:21:00,141
fse_reports.xlsx,FSE-01536,AU5800 , CH-40495-003 ,Preventive Maintenance,Defense share history base know.,Root cause of clot detected in CH-40495-003,Replaced plunger and recalibrated,plunger,IEOPTS2Q,Operational,No,Delta Buenos Aires ,Book along billion box treat return state short provide top light positive.,7/4/2025 17:58,7/4/2025 19:43,0.01:45:00,105
fse_reports.xlsx,FSE-01537,ACL TOP 750 , CH-88907-005 ,On-site Visit,Great civil level pay possible.,Root cause of leak detected in CH-88907-005,Replaced valve and recalibrated,valve,R1TR4B5U,Operational,No,Gamma Santiago ,Past remain former network time simple national agree arm company me huge condition.,7/2/2025 14:55,7/2/2025 19:11,0.04:16:00,256
fse_reports.xlsx,FSE-01538,AU5800 , CH-13478-006 ,On-site Visit,Individual common before sign sport there together name region may.,Root cause of low wash buffer in CH-13478-006,Replaced None and recalibrated,None,N/A,Not Resolved,2025-08-19,Zeta Montevideo ,As collection care win soon after change western.,7/28/2025 14:50,7/28/2025 16:33,0.01:43:00,103
fse_reports.xlsx,FSE-01539,AU5800 , CH-40495-003 ,Preventive Maintenance,Defense share history base know.,Root cause of clot detected in CH-40495-003,Replaced plunger and recalibrated,plunger,GJ5G1HOG,Operational,2025-08-19,Kappa Guayaquil ,Across glass sometimes from conference mother adult I truth response production.,7/4/2025 17:58,7/4/2025 18:58,0.01:00:00,60
fse_reports.xlsx,FSE-01540,AU5800 , CH-36062-008 ,Preventive Maintenance,Himself detail buy center knowledge in president.,Root cause of scanner failure in CH-36062-008,Replaced scanner lens and recalibrated,scanner lens,YNMQOQOP,Not Resolved,2025-09-04,Beta Bogotá ,Type himself only foot month word.,6/2/2025 16:15,6/2/2025 20:53,0.04:38:00,278
fse_reports.xlsx,FSE-01541,AU5800 , CH-64987-011 ,Remote Support,Maintain program professional state or produce affect two Mrs model of.,Root cause of scanner failure in CH-64987-011,Replaced None and recalibrated,None,N/A,Not Resolved,2025-08-17,Gamma Santiago ,Travel pressure law decision couple traditional.,6/26/2025 8:32,6/26/2025 9:47,0.01:15:00,75
fse_reports.xlsx,FSE-01542,ACL TOP 750 , CH-36062-008 ,Preventive Maintenance,Attention participant pretty save good.,Root cause of door jammed in CH-36062-008,Replaced None and recalibrated,None,N/A,Not Resolved,No,Eta Caracas ,Near lose house watch during loss respond.,7/18/2025 21:46,7/18/2025 0:49,0.03:03:00,183
fse_reports.xlsx,FSE-01543,Cobas 8000 , CH-38657-002 ,Preventive Maintenance,Record edge everybody attention success local fire.,Root cause of valve error in CH-38657-002,Replaced None and recalibrated,None,N/A,Operational,No,Theta Quito ,Finally state fast as pattern letter appear yes key guess share.,7/31/2025 18:31,7/31/2025 20:55,0.02:24:00,144
fse_reports.xlsx,FSE-01544,ACL TOP 750 , CH-36062-008 ,Remote Support,Newspaper she unit experience begin on.,Root cause of low wash buffer in CH-36062-008,Replaced None and recalibrated,None,N/A,Partially Operational,No,Iota La Paz ,Blue few remain big general tough game east minute create.,5/14/2025 21:39,5/14/2025 23:51,0.02:12:00,132
fse_reports.xlsx,FSE-01545,ACL TOP 750 , CH-81426-010 ,On-site Visit,Mean put onto street one form wall.,Root cause of read error in CH-81426-010,Replaced barcode PCB and recalibrated,barcode PCB,4ZZW5UK4,Not Resolved,No,Delta Buenos Aires ,Part outside decision inside decision teach radio test still successful.,5/24/2025 14:15,5/24/2025 16:33,0.02:18:00,138
